Created as New Dataset,Sample 001 By Dylan Kletzing Tuesday, March 11, 2025
cm-1,A
2610.00,0.4141
2609.00,0.4130
2608.00,0.4119
2607.00,0.4107
2606.00,0.4096
2605.00,0.4083
2604.00,0.4071
2603.00,0.4059
2602.00,0.4046
2601.00,0.4031
2600.00,0.4015
2599.00,0.3999
2598.00,0.3985
2597.00,0.3972
2596.00,0.3958
2595.00,0.3943
2594.00,0.3926
2593.00,0.3910
2592.00,0.3895
2591.00,0.3880
2590.00,0.3864
2589.00,0.3846
2588.00,0.3826
2587.00,0.3806
2586.00,0.3787
2585.00,0.3768
2584.00,0.3750
2583.00,0.3730
2582.00,0.3711
2581.00,0.3691
2580.00,0.3672
2579.00,0.3653
2578.00,0.3635
2577.00,0.3617
2576.00,0.3599
2575.00,0.3580
2574.00,0.3560
2573.00,0.3540
2572.00,0.3522
2571.00,0.3504
2570.00,0.3488
2569.00,0.3472
2568.00,0.3456
2567.00,0.3441
2566.00,0.3425
2565.00,0.3410
2564.00,0.3396
2563.00,0.3382
2562.00,0.3368
2561.00,0.3355
2560.00,0.3341
2559.00,0.3328
2558.00,0.3315
2557.00,0.3303
2556.00,0.3293
2555.00,0.3285
2554.00,0.3276
2553.00,0.3266
2552.00,0.3255
2551.00,0.3245
2550.00,0.3236
2549.00,0.3229
2548.00,0.3221
2547.00,0.3213
2546.00,0.3205
2545.00,0.3198
2544.00,0.3192
2543.00,0.3186
2542.00,0.3180
2541.00,0.3174
2540.00,0.3169
2539.00,0.3164
2538.00,0.3159
2537.00,0.3152
2536.00,0.3145
2535.00,0.3138
2534.00,0.3133
2533.00,0.3128
2532.00,0.3123
2531.00,0.3117
2530.00,0.3109
2529.00,0.3100
2528.00,0.3090
2527.00,0.3081
2526.00,0.3072
2525.00,0.3063
2524.00,0.3054
2523.00,0.3046
2522.00,0.3036
2521.00,0.3027
2520.00,0.3017
2519.00,0.3008
2518.00,0.2998
2517.00,0.2989
2516.00,0.2980
2515.00,0.2972
2514.00,0.2964
2513.00,0.2957
2512.00,0.2949
2511.00,0.2941
2510.00,0.2934
2509.00,0.2927
2508.00,0.2921
2507.00,0.2915
2506.00,0.2908
2505.00,0.2902
2504.00,0.2895
2503.00,0.2889
2502.00,0.2884
2501.00,0.2879
2500.00,0.2873
2499.00,0.2868
2498.00,0.2862
2497.00,0.2855
2496.00,0.2850
2495.00,0.2845
2494.00,0.2841
2493.00,0.2838
2492.00,0.2834
2491.00,0.2831
2490.00,0.2827
2489.00,0.2824
2488.00,0.2821
2487.00,0.2817
2486.00,0.2813
2485.00,0.2810
2484.00,0.2807
2483.00,0.2805
2482.00,0.2803
2481.00,0.2801
2480.00,0.2800
2479.00,0.2798
2478.00,0.2795
2477.00,0.2792
2476.00,0.2789
2475.00,0.2786
2474.00,0.2784
2473.00,0.2783
2472.00,0.2785
2471.00,0.2786
2470.00,0.2786
2469.00,0.2784
2468.00,0.2780
2467.00,0.2777
2466.00,0.2774
2465.00,0.2773
2464.00,0.2773
2463.00,0.2772
2462.00,0.2771
2461.00,0.2769
2460.00,0.2769
2459.00,0.2769
2458.00,0.2769
2457.00,0.2768
2456.00,0.2768
2455.00,0.2767
2454.00,0.2767
2453.00,0.2767
2452.00,0.2768
2451.00,0.2768
2450.00,0.2769
2449.00,0.2771
2448.00,0.2773
2447.00,0.2775
2446.00,0.2777
2445.00,0.2778
2444.00,0.2779
2443.00,0.2780
2442.00,0.2782
2441.00,0.2783
2440.00,0.2785
2439.00,0.2786
2438.00,0.2786
2437.00,0.2788
2436.00,0.2791
2435.00,0.2794
2434.00,0.2796
2433.00,0.2798
2432.00,0.2800
2431.00,0.2801
2430.00,0.2803
2429.00,0.2804
2428.00,0.2806
2427.00,0.2808
2426.00,0.2809
2425.00,0.2809
2424.00,0.2810
2423.00,0.2812
2422.00,0.2814
2421.00,0.2817
2420.00,0.2820
2419.00,0.2822
2418.00,0.2824
2417.00,0.2825
2416.00,0.2826
2415.00,0.2826
2414.00,0.2826
2413.00,0.2828
2412.00,0.2830
2411.00,0.2832
2410.00,0.2833
2409.00,0.2833
2408.00,0.2835
2407.00,0.2837
2406.00,0.2837
2405.00,0.2837
2404.00,0.2837
2403.00,0.2837
2402.00,0.2838
2401.00,0.2839
2400.00,0.2839
2399.00,0.2838
2398.00,0.2836
2397.00,0.2835
2396.00,0.2835
2395.00,0.2834
2394.00,0.2834
2393.00,0.2832
2392.00,0.2831
2391.00,0.2830
2390.00,0.2830
2389.00,0.2831
2388.00,0.2831
2387.00,0.2831
2386.00,0.2831
2385.00,0.2830
2384.00,0.2831
2383.00,0.2832
2382.00,0.2833
2381.00,0.2833
2380.00,0.2833
2379.00,0.2834
2378.00,0.2835
2377.00,0.2836
2376.00,0.2836
2375.00,0.2837
2374.00,0.2836
2373.00,0.2836
2372.00,0.2836
2371.00,0.2836
2370.00,0.2835
2369.00,0.2834
2368.00,0.2834
2367.00,0.2835
2366.00,0.2836
2365.00,0.2838
2364.00,0.2840
2363.00,0.2841
2362.00,0.2840
2361.00,0.2838
2360.00,0.2836
2359.00,0.2836
2358.00,0.2837
2357.00,0.2838
2356.00,0.2840
2355.00,0.2839
2354.00,0.2837
2353.00,0.2834
2352.00,0.2833
2351.00,0.2833
2350.00,0.2836
2349.00,0.2838
2348.00,0.2838
2347.00,0.2837
2346.00,0.2835
2345.00,0.2835
2344.00,0.2837
2343.00,0.2839
2342.00,0.2838
2341.00,0.2835
2340.00,0.2833
2339.00,0.2832
2338.00,0.2834
2337.00,0.2836
2336.00,0.2837
2335.00,0.2836
2334.00,0.2834
2333.00,0.2832
2332.00,0.2832
2331.00,0.2831
2330.00,0.2830
2329.00,0.2827
2328.00,0.2825
2327.00,0.2823
2326.00,0.2821
2325.00,0.2819
2324.00,0.2818
2323.00,0.2817
2322.00,0.2815
2321.00,0.2813
2320.00,0.2810
2319.00,0.2808
2318.00,0.2806
2317.00,0.2806
2316.00,0.2803
2315.00,0.2800
2314.00,0.2795
2313.00,0.2792
2312.00,0.2790
2311.00,0.2787
2310.00,0.2784
2309.00,0.2781
2308.00,0.2779
2307.00,0.2777
2306.00,0.2775
2305.00,0.2772
2304.00,0.2769
2303.00,0.2766
2302.00,0.2763
2301.00,0.2759
2300.00,0.2754
2299.00,0.2750
2298.00,0.2747
2297.00,0.2745
2296.00,0.2744
2295.00,0.2743
2294.00,0.2742
2293.00,0.2740
2292.00,0.2738
2291.00,0.2735
2290.00,0.2731
2289.00,0.2728
2288.00,0.2725
2287.00,0.2724
2286.00,0.2723
2285.00,0.2721
2284.00,0.2718
2283.00,0.2714
2282.00,0.2712
2281.00,0.2709
2280.00,0.2706
2279.00,0.2702
2278.00,0.2697
2277.00,0.2693
2276.00,0.2691
2275.00,0.2689
2274.00,0.2687
2273.00,0.2686
2272.00,0.2684
2271.00,0.2681
2270.00,0.2677
2269.00,0.2673
2268.00,0.2670
2267.00,0.2667
2266.00,0.2663
2265.00,0.2659
2264.00,0.2657
2263.00,0.2655
2262.00,0.2652
2261.00,0.2649
2260.00,0.2646
2259.00,0.2644
2258.00,0.2643
2257.00,0.2640
2256.00,0.2638
2255.00,0.2635
2254.00,0.2633
2253.00,0.2631
2252.00,0.2629
2251.00,0.2627
2250.00,0.2625
2249.00,0.2623
2248.00,0.2620
2247.00,0.2618
2246.00,0.2615
2245.00,0.2614
2244.00,0.2613
2243.00,0.2612
2242.00,0.2611
2241.00,0.2610
2240.00,0.2609
2239.00,0.2608
2238.00,0.2607
2237.00,0.2607
2236.00,0.2607
2235.00,0.2606
2234.00,0.2605
2233.00,0.2604
2232.00,0.2604
2231.00,0.2604
2230.00,0.2603
2229.00,0.2603
2228.00,0.2602
2227.00,0.2601
2226.00,0.2600
2225.00,0.2600
2224.00,0.2599
2223.00,0.2598
2222.00,0.2596
2221.00,0.2594
2220.00,0.2591
2219.00,0.2589
2218.00,0.2588
2217.00,0.2589
2216.00,0.2591
2215.00,0.2593
2214.00,0.2593
2213.00,0.2592
2212.00,0.2592
2211.00,0.2591
2210.00,0.2591
2209.00,0.2591
2208.00,0.2591
2207.00,0.2592
2206.00,0.2594
2205.00,0.2594
2204.00,0.2595
2203.00,0.2595
2202.00,0.2595
2201.00,0.2596
2200.00,0.2596
2199.00,0.2596
2198.00,0.2596
2197.00,0.2596
2196.00,0.2597
2195.00,0.2597
2194.00,0.2598
2193.00,0.2599
2192.00,0.2599
2191.00,0.2600
2190.00,0.2601
2189.00,0.2601
2188.00,0.2601
2187.00,0.2600
2186.00,0.2599
2185.00,0.2599
2184.00,0.2599
2183.00,0.2599
2182.00,0.2598
2181.00,0.2597
2180.00,0.2596
2179.00,0.2596
2178.00,0.2595
2177.00,0.2596
2176.00,0.2596
2175.00,0.2595
2174.00,0.2594
2173.00,0.2592
2172.00,0.2591
2171.00,0.2590
2170.00,0.2589
2169.00,0.2587
2168.00,0.2586
2167.00,0.2585
2166.00,0.2585
2165.00,0.2584
2164.00,0.2584
2163.00,0.2582
2162.00,0.2581
2161.00,0.2579
2160.00,0.2578
2159.00,0.2578
2158.00,0.2578
2157.00,0.2578
2156.00,0.2577
2155.00,0.2575
2154.00,0.2573
2153.00,0.2571
2152.00,0.2569
2151.00,0.2566
2150.00,0.2563
2149.00,0.2559
2148.00,0.2555
2147.00,0.2550
2146.00,0.2545
2145.00,0.2540
2144.00,0.2535
2143.00,0.2531
2142.00,0.2527
2141.00,0.2523
2140.00,0.2520
2139.00,0.2516
2138.00,0.2512
2137.00,0.2510
2136.00,0.2508
2135.00,0.2506
2134.00,0.2504
2133.00,0.2501
2132.00,0.2500
2131.00,0.2498
2130.00,0.2497
2129.00,0.2496
2128.00,0.2495
2127.00,0.2494
2126.00,0.2493
2125.00,0.2491
2124.00,0.2490
2123.00,0.2488
2122.00,0.2487
2121.00,0.2486
2120.00,0.2485
2119.00,0.2484
2118.00,0.2483
2117.00,0.2482
2116.00,0.2481
2115.00,0.2479
2114.00,0.2476
2113.00,0.2473
2112.00,0.2471
2111.00,0.2471
2110.00,0.2470
2109.00,0.2468
2108.00,0.2467
2107.00,0.2466
2106.00,0.2466
2105.00,0.2465
2104.00,0.2465
2103.00,0.2466
2102.00,0.2467
2101.00,0.2467
2100.00,0.2466
2099.00,0.2465
2098.00,0.2464
2097.00,0.2464
2096.00,0.2465
2095.00,0.2466
2094.00,0.2468
2093.00,0.2468
2092.00,0.2469
2091.00,0.2470
2090.00,0.2470
2089.00,0.2470
2088.00,0.2469
2087.00,0.2469
2086.00,0.2470
2085.00,0.2471
2084.00,0.2471
2083.00,0.2472
2082.00,0.2472
2081.00,0.2473
2080.00,0.2473
2079.00,0.2473
2078.00,0.2474
2077.00,0.2474
2076.00,0.2475
2075.00,0.2474
2074.00,0.2475
2073.00,0.2476
2072.00,0.2478
2071.00,0.2479
2070.00,0.2479
2069.00,0.2479
2068.00,0.2480
2067.00,0.2482
2066.00,0.2483
2065.00,0.2485
2064.00,0.2487
2063.00,0.2489
2062.00,0.2491
2061.00,0.2493
2060.00,0.2495
2059.00,0.2496
2058.00,0.2498
2057.00,0.2500
2056.00,0.2502
2055.00,0.2504
2054.00,0.2505
2053.00,0.2508
2052.00,0.2511
2051.00,0.2515
2050.00,0.2517
2049.00,0.2520
2048.00,0.2523
2047.00,0.2526
2046.00,0.2529
2045.00,0.2532
2044.00,0.2534
2043.00,0.2536
2042.00,0.2538
2041.00,0.2540
2040.00,0.2542
2039.00,0.2542
2038.00,0.2543
2037.00,0.2544
2036.00,0.2545
2035.00,0.2547
2034.00,0.2548
2033.00,0.2549
2032.00,0.2550
2031.00,0.2551
2030.00,0.2551
2029.00,0.2551
2028.00,0.2551
2027.00,0.2551
2026.00,0.2552
2025.00,0.2552
2024.00,0.2550
2023.00,0.2548
2022.00,0.2544
2021.00,0.2540
2020.00,0.2535
2019.00,0.2529
2018.00,0.2522
2017.00,0.2515
2016.00,0.2506
2015.00,0.2498
2014.00,0.2490
2013.00,0.2482
2012.00,0.2474
2011.00,0.2467
2010.00,0.2461
2009.00,0.2457
2008.00,0.2453
2007.00,0.2449
2006.00,0.2444
2005.00,0.2439
2004.00,0.2433
2003.00,0.2429
2002.00,0.2424
2001.00,0.2420
2000.00,0.2417
1999.00,0.2413
1998.00,0.2410
1997.00,0.2408
1996.00,0.2405
1995.00,0.2403
1994.00,0.2402
1993.00,0.2402
1992.00,0.2402
1991.00,0.2401
1990.00,0.2400
1989.00,0.2399
1988.00,0.2398
1987.00,0.2397
1986.00,0.2397
1985.00,0.2397
1984.00,0.2398
1983.00,0.2399
1982.00,0.2399
1981.00,0.2401
1980.00,0.2403
1979.00,0.2405
1978.00,0.2406
1977.00,0.2405
1976.00,0.2404
1975.00,0.2404
1974.00,0.2403
1973.00,0.2404
1972.00,0.2404
1971.00,0.2404
1970.00,0.2403
1969.00,0.2402
1968.00,0.2401
1967.00,0.2400
1966.00,0.2400
1965.00,0.2400
1964.00,0.2401
1963.00,0.2401
1962.00,0.2402
1961.00,0.2402
1960.00,0.2404
1959.00,0.2405
1958.00,0.2407
1957.00,0.2409
1956.00,0.2411
1955.00,0.2412
1954.00,0.2412
1953.00,0.2412
1952.00,0.2413
1951.00,0.2414
1950.00,0.2414
1949.00,0.2414
1948.00,0.2416
1947.00,0.2418
1946.00,0.2422
1945.00,0.2427
1944.00,0.2433
1943.00,0.2440
1942.00,0.2446
1941.00,0.2453
1940.00,0.2458
1939.00,0.2463
1938.00,0.2467
1937.00,0.2469
1936.00,0.2470
1935.00,0.2470
1934.00,0.2469
1933.00,0.2467
1932.00,0.2464
1931.00,0.2462
1930.00,0.2460
1929.00,0.2458
1928.00,0.2455
1927.00,0.2452
1926.00,0.2449
1925.00,0.2448
1924.00,0.2446
1923.00,0.2444
1922.00,0.2441
1921.00,0.2439
1920.00,0.2440
1919.00,0.2442
1918.00,0.2446
1917.00,0.2451
1916.00,0.2456
1915.00,0.2462
1914.00,0.2467
1913.00,0.2469
1912.00,0.2469
1911.00,0.2467
1910.00,0.2464
1909.00,0.2462
1908.00,0.2459
1907.00,0.2457
1906.00,0.2456
1905.00,0.2458
1904.00,0.2460
1903.00,0.2463
1902.00,0.2465
1901.00,0.2466
1900.00,0.2468
1899.00,0.2468
1898.00,0.2467
1897.00,0.2465
1896.00,0.2463
1895.00,0.2461
1894.00,0.2460
1893.00,0.2460
1892.00,0.2461
1891.00,0.2464
1890.00,0.2466
1889.00,0.2466
1888.00,0.2465
1887.00,0.2463
1886.00,0.2459
1885.00,0.2456
1884.00,0.2453
1883.00,0.2452
1882.00,0.2450
1881.00,0.2449
1880.00,0.2448
1879.00,0.2447
1878.00,0.2446
1877.00,0.2444
1876.00,0.2442
1875.00,0.2440
1874.00,0.2438
1873.00,0.2437
1872.00,0.2436
1871.00,0.2435
1870.00,0.2434
1869.00,0.2433
1868.00,0.2433
1867.00,0.2434
1866.00,0.2435
1865.00,0.2436
1864.00,0.2438
1863.00,0.2439
1862.00,0.2440
1861.00,0.2441
1860.00,0.2442
1859.00,0.2441
1858.00,0.2438
1857.00,0.2434
1856.00,0.2430
1855.00,0.2426
1854.00,0.2422
1853.00,0.2420
1852.00,0.2417
1851.00,0.2415
1850.00,0.2413
1849.00,0.2411
1848.00,0.2409
1847.00,0.2407
1846.00,0.2404
1845.00,0.2401
1844.00,0.2398
1843.00,0.2396
1842.00,0.2394
1841.00,0.2394
1840.00,0.2394
1839.00,0.2395
1838.00,0.2395
1837.00,0.2396
1836.00,0.2398
1835.00,0.2399
1834.00,0.2399
1833.00,0.2399
1832.00,0.2400
1831.00,0.2402
1830.00,0.2404
1829.00,0.2406
1828.00,0.2408
1827.00,0.2411
1826.00,0.2414
1825.00,0.2417
1824.00,0.2419
1823.00,0.2420
1822.00,0.2420
1821.00,0.2420
1820.00,0.2419
1819.00,0.2417
1818.00,0.2416
1817.00,0.2415
1816.00,0.2414
1815.00,0.2413
1814.00,0.2412
1813.00,0.2412
1812.00,0.2414
1811.00,0.2417
1810.00,0.2419
1809.00,0.2421
1808.00,0.2424
1807.00,0.2428
1806.00,0.2432
1805.00,0.2438
1804.00,0.2444
1803.00,0.2451
1802.00,0.2457
1801.00,0.2462
1800.00,0.2467
1799.00,0.2470
1798.00,0.2472
1797.00,0.2474
1796.00,0.2475
1795.00,0.2474
1794.00,0.2472
1793.00,0.2470
1792.00,0.2466
1791.00,0.2463
1790.00,0.2461
1789.00,0.2460
1788.00,0.2461
1787.00,0.2462
1786.00,0.2464
1785.00,0.2465
1784.00,0.2466
1783.00,0.2467
1782.00,0.2469
1781.00,0.2472
1780.00,0.2475
1779.00,0.2480
1778.00,0.2484
1777.00,0.2489
1776.00,0.2493
1775.00,0.2494
1774.00,0.2494
1773.00,0.2496
1772.00,0.2499
1771.00,0.2502
1770.00,0.2506
1769.00,0.2510
1768.00,0.2513
1767.00,0.2513
1766.00,0.2512
1765.00,0.2513
1764.00,0.2515
1763.00,0.2519
1762.00,0.2523
1761.00,0.2529
1760.00,0.2537
1759.00,0.2545
1758.00,0.2553
1757.00,0.2561
1756.00,0.2570
1755.00,0.2581
1754.00,0.2595
1753.00,0.2614
1752.00,0.2639
1751.00,0.2670
1750.00,0.2705
1749.00,0.2747
1748.00,0.2797
1747.00,0.2853
1746.00,0.2912
1745.00,0.2970
1744.00,0.3024
1743.00,0.3069
1742.00,0.3099
1741.00,0.3114
1740.00,0.3111
1739.00,0.3090
1738.00,0.3055
1737.00,0.3016
1736.00,0.2973
1735.00,0.2925
1734.00,0.2872
1733.00,0.2826
1732.00,0.2790
1731.00,0.2764
1730.00,0.2741
1729.00,0.2722
1728.00,0.2708
1727.00,0.2697
1726.00,0.2690
1725.00,0.2686
1724.00,0.2682
1723.00,0.2677
1722.00,0.2671
1721.00,0.2664
1720.00,0.2659
1719.00,0.2657
1718.00,0.2656
1717.00,0.2657
1716.00,0.2658
1715.00,0.2660
1714.00,0.2664
1713.00,0.2669
1712.00,0.2674
1711.00,0.2679
1710.00,0.2681
1709.00,0.2683
1708.00,0.2683
1707.00,0.2684
1706.00,0.2685
1705.00,0.2686
1704.00,0.2687
1703.00,0.2686
1702.00,0.2686
1701.00,0.2689
1700.00,0.2693
1699.00,0.2695
1698.00,0.2696
1697.00,0.2695
1696.00,0.2691
1695.00,0.2681
1694.00,0.2671
1693.00,0.2665
1692.00,0.2662
1691.00,0.2662
1690.00,0.2663
1689.00,0.2661
1688.00,0.2658
1687.00,0.2652
1686.00,0.2646
1685.00,0.2641
1684.00,0.2636
1683.00,0.2631
1682.00,0.2629
1681.00,0.2629
1680.00,0.2628
1679.00,0.2626
1678.00,0.2624
1677.00,0.2624
1676.00,0.2628
1675.00,0.2632
1674.00,0.2636
1673.00,0.2641
1672.00,0.2647
1671.00,0.2656
1670.00,0.2667
1669.00,0.2682
1668.00,0.2695
1667.00,0.2702
1666.00,0.2703
1665.00,0.2704
1664.00,0.2707
1663.00,0.2715
1662.00,0.2727
1661.00,0.2739
1660.00,0.2748
1659.00,0.2752
1658.00,0.2749
1657.00,0.2741
1656.00,0.2731
1655.00,0.2720
1654.00,0.2711
1653.00,0.2706
1652.00,0.2705
1651.00,0.2706
1650.00,0.2706
1649.00,0.2706
1648.00,0.2708
1647.00,0.2708
1646.00,0.2708
1645.00,0.2708
1644.00,0.2709
1643.00,0.2709
1642.00,0.2710
1641.00,0.2713
1640.00,0.2718
1639.00,0.2724
1638.00,0.2733
1637.00,0.2746
1636.00,0.2763
1635.00,0.2776
1634.00,0.2783
1633.00,0.2786
1632.00,0.2785
1631.00,0.2780
1630.00,0.2773
1629.00,0.2768
1628.00,0.2766
1627.00,0.2767
1626.00,0.2770
1625.00,0.2775
1624.00,0.2783
1623.00,0.2794
1622.00,0.2807
1621.00,0.2823
1620.00,0.2842
1619.00,0.2863
1618.00,0.2889
1617.00,0.2922
1616.00,0.2958
1615.00,0.2991
1614.00,0.3020
1613.00,0.3050
1612.00,0.3083
1611.00,0.3116
1610.00,0.3150
1609.00,0.3185
1608.00,0.3222
1607.00,0.3258
1606.00,0.3300
1605.00,0.3356
1604.00,0.3431
1603.00,0.3522
1602.00,0.3615
1601.00,0.3694
1600.00,0.3745
1599.00,0.3762
1598.00,0.3753
1597.00,0.3737
1596.00,0.3722
1595.00,0.3704
1594.00,0.3675
1593.00,0.3630
1592.00,0.3570
1591.00,0.3498
1590.00,0.3423
1589.00,0.3352
1588.00,0.3290
1587.00,0.3236
1586.00,0.3189
1585.00,0.3150
1584.00,0.3117
1583.00,0.3087
1582.00,0.3059
1581.00,0.3034
1580.00,0.3012
1579.00,0.2990
1578.00,0.2966
1577.00,0.2941
1576.00,0.2917
1575.00,0.2894
1574.00,0.2876
1573.00,0.2863
1572.00,0.2852
1571.00,0.2842
1570.00,0.2835
1569.00,0.2831
1568.00,0.2830
1567.00,0.2830
1566.00,0.2831
1565.00,0.2834
1564.00,0.2839
1563.00,0.2842
1562.00,0.2844
1561.00,0.2849
1560.00,0.2859
1559.00,0.2871
1558.00,0.2883
1557.00,0.2896
1556.00,0.2910
1555.00,0.2920
1554.00,0.2928
1553.00,0.2936
1552.00,0.2946
1551.00,0.2954
1550.00,0.2960
1549.00,0.2965
1548.00,0.2971
1547.00,0.2978
1546.00,0.2989
1545.00,0.3001
1544.00,0.3014
1543.00,0.3024
1542.00,0.3034
1541.00,0.3053
1540.00,0.3078
1539.00,0.3100
1538.00,0.3118
1537.00,0.3132
1536.00,0.3145
1535.00,0.3158
1534.00,0.3175
1533.00,0.3200
1532.00,0.3229
1531.00,0.3261
1530.00,0.3296
1529.00,0.3339
1528.00,0.3392
1527.00,0.3452
1526.00,0.3520
1525.00,0.3595
1524.00,0.3676
1523.00,0.3770
1522.00,0.3891
1521.00,0.4037
1520.00,0.4186
1519.00,0.4318
1518.00,0.4445
1517.00,0.4578
1516.00,0.4716
1515.00,0.4848
1514.00,0.4981
1513.00,0.5123
1512.00,0.5259
1511.00,0.5355
1510.00,0.5390
1509.00,0.5359
1508.00,0.5256
1507.00,0.5088
1506.00,0.4904
1505.00,0.4767
1504.00,0.4690
1503.00,0.4649
1502.00,0.4636
1501.00,0.4649
1500.00,0.4688
1499.00,0.4753
1498.00,0.4857
1497.00,0.5024
1496.00,0.5261
1495.00,0.5545
1494.00,0.5847
1493.00,0.6138
1492.00,0.6374
1491.00,0.6493
1490.00,0.6470
1489.00,0.6349
1488.00,0.6206
1487.00,0.6098
1486.00,0.6053
1485.00,0.6083
1484.00,0.6175
1483.00,0.6320
1482.00,0.6524
1481.00,0.6798
1480.00,0.7133
1479.00,0.7524
1478.00,0.7994
1477.00,0.8581
1476.00,0.9287
1475.00,1.0096
1474.00,1.1036
1473.00,1.2165
1472.00,1.3405
1471.00,1.4486
1470.00,1.5195
1469.00,1.5559
1468.00,1.5691
1467.00,1.5708
1466.00,1.5733
1465.00,1.5820
1464.00,1.5904
1463.00,1.5912
1462.00,1.5881
1461.00,1.5861
1460.00,1.5839
1459.00,1.5807
1458.00,1.5825
1457.00,1.5941
1456.00,1.6063
1455.00,1.6077
1454.00,1.6008
1453.00,1.5912
1452.00,1.5782
1451.00,1.5611
1450.00,1.5431
1449.00,1.5260
1448.00,1.5066
1447.00,1.4828
1446.00,1.4562
1445.00,1.4270
1444.00,1.3932
1443.00,1.3554
1442.00,1.3168
1441.00,1.2785
1440.00,1.2388
1439.00,1.1965
1438.00,1.1505
1437.00,1.0992
1436.00,1.0429
1435.00,0.9853
1434.00,0.9284
1433.00,0.8709
1432.00,0.8124
1431.00,0.7554
1430.00,0.7028
1429.00,0.6566
1428.00,0.6176
1427.00,0.5862
1426.00,0.5608
1425.00,0.5393
1424.00,0.5208
1423.00,0.5058
1422.00,0.4938
1421.00,0.4832
1420.00,0.4735
1419.00,0.4653
1418.00,0.4585
1417.00,0.4527
1416.00,0.4477
1415.00,0.4436
1414.00,0.4402
1413.00,0.4370
1412.00,0.4340
1411.00,0.4316
1410.00,0.4295
1409.00,0.4275
1408.00,0.4258
1407.00,0.4250
1406.00,0.4249
1405.00,0.4253
1404.00,0.4263
1403.00,0.4285
1402.00,0.4318
1401.00,0.4360
1400.00,0.4414
1399.00,0.4483
1398.00,0.4561
1397.00,0.4641
1396.00,0.4728
1395.00,0.4826
1394.00,0.4932
1393.00,0.5042
1392.00,0.5164
1391.00,0.5320
1390.00,0.5536
1389.00,0.5849
1388.00,0.6307
1387.00,0.6938
1386.00,0.7721
1385.00,0.8600
1384.00,0.9539
1383.00,1.0529
1382.00,1.1552
1381.00,1.2565
1380.00,1.3500
1379.00,1.4241
1378.00,1.4654
1377.00,1.4697
1376.00,1.4416
1375.00,1.3857
1374.00,1.3111
1373.00,1.2337
1372.00,1.1675
1371.00,1.1179
1370.00,1.0853
1369.00,1.0687
1368.00,1.0642
1367.00,1.0628
1366.00,1.0526
1365.00,1.0252
1364.00,0.9813
1363.00,0.9286
1362.00,0.8762
1361.00,0.8305
1360.00,0.7936
1359.00,0.7649
1358.00,0.7431
1357.00,0.7272
1356.00,0.7159
1355.00,0.7082
1354.00,0.7025
1353.00,0.6973
1352.00,0.6915
1351.00,0.6842
1350.00,0.6755
1349.00,0.6661
1348.00,0.6571
1347.00,0.6493
1346.00,0.6430
1345.00,0.6384
1344.00,0.6353
1343.00,0.6330
1342.00,0.6307
1341.00,0.6270
1340.00,0.6211
1339.00,0.6130
1338.00,0.6034
1337.00,0.5930
1336.00,0.5825
1335.00,0.5724
1334.00,0.5630
1333.00,0.5544
1332.00,0.5468
1331.00,0.5402
1330.00,0.5350
1329.00,0.5315
1328.00,0.5301
1327.00,0.5312
1326.00,0.5349
1325.00,0.5411
1324.00,0.5495
1323.00,0.5593
1322.00,0.5695
1321.00,0.5792
1320.00,0.5876
1319.00,0.5942
1318.00,0.5992
1317.00,0.6033
1316.00,0.6069
1315.00,0.6101
1314.00,0.6126
1313.00,0.6140
1312.00,0.6144
1311.00,0.6143
1310.00,0.6138
1309.00,0.6136
1308.00,0.6140
1307.00,0.6155
1306.00,0.6178
1305.00,0.6208
1304.00,0.6238
1303.00,0.6260
1302.00,0.6267
1301.00,0.6251
1300.00,0.6212
1299.00,0.6148
1298.00,0.6059
1297.00,0.5952
1296.00,0.5833
1295.00,0.5713
1294.00,0.5600
1293.00,0.5498
1292.00,0.5408
1291.00,0.5329
1290.00,0.5260
1289.00,0.5195
1288.00,0.5135
1287.00,0.5076
1286.00,0.5019
1285.00,0.4963
1284.00,0.4910
1283.00,0.4862
1282.00,0.4821
1281.00,0.4785
1280.00,0.4756
1279.00,0.4735
1278.00,0.4724
1277.00,0.4721
1276.00,0.4724
1275.00,0.4732
1274.00,0.4743
1273.00,0.4758
1272.00,0.4777
1271.00,0.4795
1270.00,0.4805
1269.00,0.4799
1268.00,0.4771
1267.00,0.4723
1266.00,0.4662
1265.00,0.4599
1264.00,0.4542
1263.00,0.4494
1262.00,0.4454
1261.00,0.4420
1260.00,0.4393
1259.00,0.4374
1258.00,0.4363
1257.00,0.4359
1256.00,0.4358
1255.00,0.4359
1254.00,0.4360
1253.00,0.4361
1252.00,0.4363
1251.00,0.4366
1250.00,0.4368
1249.00,0.4369
1248.00,0.4371
1247.00,0.4375
1246.00,0.4382
1245.00,0.4390
1244.00,0.4398
1243.00,0.4402
1242.00,0.4404
1241.00,0.4402
1240.00,0.4397
1239.00,0.4389
1238.00,0.4378
1237.00,0.4365
1236.00,0.4352
1235.00,0.4339
1234.00,0.4322
1233.00,0.4299
1232.00,0.4271
1231.00,0.4241
1230.00,0.4213
1229.00,0.4186
1228.00,0.4160
1227.00,0.4134
1226.00,0.4111
1225.00,0.4091
1224.00,0.4074
1223.00,0.4057
1222.00,0.4040
1221.00,0.4025
1220.00,0.4016
1219.00,0.4014
1218.00,0.4022
1217.00,0.4040
1216.00,0.4068
