Created as New Dataset,Sample 009 By Dylan Kletzing Monday, March 10, 2025
cm-1,A
2609.00,0.4715
2608.00,0.4704
2607.00,0.4693
2606.00,0.4681
2605.00,0.4670
2604.00,0.4660
2603.00,0.4649
2602.00,0.4637
2601.00,0.4623
2600.00,0.4608
2599.00,0.4592
2598.00,0.4577
2597.00,0.4563
2596.00,0.4550
2595.00,0.4537
2594.00,0.4523
2593.00,0.4507
2592.00,0.4490
2591.00,0.4474
2590.00,0.4459
2589.00,0.4445
2588.00,0.4430
2587.00,0.4415
2586.00,0.4399
2585.00,0.4382
2584.00,0.4365
2583.00,0.4348
2582.00,0.4332
2581.00,0.4315
2580.00,0.4296
2579.00,0.4277
2578.00,0.4258
2577.00,0.4240
2576.00,0.4223
2575.00,0.4205
2574.00,0.4187
2573.00,0.4170
2572.00,0.4154
2571.00,0.4137
2570.00,0.4119
2569.00,0.4101
2568.00,0.4085
2567.00,0.4069
2566.00,0.4054
2565.00,0.4039
2564.00,0.4026
2563.00,0.4011
2562.00,0.3996
2561.00,0.3981
2560.00,0.3968
2559.00,0.3957
2558.00,0.3946
2557.00,0.3935
2556.00,0.3923
2555.00,0.3910
2554.00,0.3897
2553.00,0.3886
2552.00,0.3875
2551.00,0.3867
2550.00,0.3859
2549.00,0.3853
2548.00,0.3847
2547.00,0.3841
2546.00,0.3835
2545.00,0.3828
2544.00,0.3820
2543.00,0.3813
2542.00,0.3806
2541.00,0.3799
2540.00,0.3792
2539.00,0.3786
2538.00,0.3780
2537.00,0.3774
2536.00,0.3769
2535.00,0.3762
2534.00,0.3754
2533.00,0.3746
2532.00,0.3739
2531.00,0.3732
2530.00,0.3724
2529.00,0.3714
2528.00,0.3703
2527.00,0.3694
2526.00,0.3685
2525.00,0.3676
2524.00,0.3667
2523.00,0.3657
2522.00,0.3647
2521.00,0.3638
2520.00,0.3630
2519.00,0.3622
2518.00,0.3614
2517.00,0.3605
2516.00,0.3594
2515.00,0.3584
2514.00,0.3574
2513.00,0.3565
2512.00,0.3558
2511.00,0.3550
2510.00,0.3541
2509.00,0.3534
2508.00,0.3527
2507.00,0.3520
2506.00,0.3512
2505.00,0.3504
2504.00,0.3496
2503.00,0.3489
2502.00,0.3482
2501.00,0.3476
2500.00,0.3471
2499.00,0.3466
2498.00,0.3460
2497.00,0.3455
2496.00,0.3449
2495.00,0.3445
2494.00,0.3440
2493.00,0.3435
2492.00,0.3431
2491.00,0.3428
2490.00,0.3426
2489.00,0.3423
2488.00,0.3420
2487.00,0.3417
2486.00,0.3413
2485.00,0.3409
2484.00,0.3406
2483.00,0.3402
2482.00,0.3399
2481.00,0.3396
2480.00,0.3394
2479.00,0.3393
2478.00,0.3390
2477.00,0.3387
2476.00,0.3384
2475.00,0.3382
2474.00,0.3379
2473.00,0.3376
2472.00,0.3373
2471.00,0.3371
2470.00,0.3369
2469.00,0.3367
2468.00,0.3365
2467.00,0.3364
2466.00,0.3364
2465.00,0.3364
2464.00,0.3363
2463.00,0.3363
2462.00,0.3365
2461.00,0.3366
2460.00,0.3367
2459.00,0.3366
2458.00,0.3364
2457.00,0.3363
2456.00,0.3363
2455.00,0.3365
2454.00,0.3366
2453.00,0.3367
2452.00,0.3366
2451.00,0.3365
2450.00,0.3365
2449.00,0.3365
2448.00,0.3366
2447.00,0.3368
2446.00,0.3369
2445.00,0.3371
2444.00,0.3372
2443.00,0.3374
2442.00,0.3375
2441.00,0.3375
2440.00,0.3375
2439.00,0.3375
2438.00,0.3376
2437.00,0.3378
2436.00,0.3380
2435.00,0.3381
2434.00,0.3381
2433.00,0.3381
2432.00,0.3382
2431.00,0.3383
2430.00,0.3385
2429.00,0.3387
2428.00,0.3389
2427.00,0.3390
2426.00,0.3391
2425.00,0.3393
2424.00,0.3395
2423.00,0.3396
2422.00,0.3398
2421.00,0.3399
2420.00,0.3400
2419.00,0.3403
2418.00,0.3405
2417.00,0.3408
2416.00,0.3411
2415.00,0.3413
2414.00,0.3416
2413.00,0.3417
2412.00,0.3418
2411.00,0.3418
2410.00,0.3418
2409.00,0.3417
2408.00,0.3417
2407.00,0.3417
2406.00,0.3418
2405.00,0.3420
2404.00,0.3422
2403.00,0.3423
2402.00,0.3424
2401.00,0.3423
2400.00,0.3422
2399.00,0.3421
2398.00,0.3420
2397.00,0.3419
2396.00,0.3418
2395.00,0.3418
2394.00,0.3417
2393.00,0.3418
2392.00,0.3418
2391.00,0.3416
2390.00,0.3415
2389.00,0.3413
2388.00,0.3412
2387.00,0.3412
2386.00,0.3412
2385.00,0.3411
2384.00,0.3410
2383.00,0.3410
2382.00,0.3411
2381.00,0.3411
2380.00,0.3410
2379.00,0.3409
2378.00,0.3407
2377.00,0.3407
2376.00,0.3409
2375.00,0.3413
2374.00,0.3416
2373.00,0.3419
2372.00,0.3419
2371.00,0.3419
2370.00,0.3419
2369.00,0.3418
2368.00,0.3418
2367.00,0.3417
2366.00,0.3417
2365.00,0.3419
2364.00,0.3420
2363.00,0.3422
2362.00,0.3423
2361.00,0.3423
2360.00,0.3423
2359.00,0.3423
2358.00,0.3424
2357.00,0.3426
2356.00,0.3429
2355.00,0.3430
2354.00,0.3430
2353.00,0.3428
2352.00,0.3426
2351.00,0.3426
2350.00,0.3427
2349.00,0.3427
2348.00,0.3428
2347.00,0.3427
2346.00,0.3427
2345.00,0.3427
2344.00,0.3427
2343.00,0.3428
2342.00,0.3428
2341.00,0.3427
2340.00,0.3427
2339.00,0.3428
2338.00,0.3432
2337.00,0.3435
2336.00,0.3435
2335.00,0.3433
2334.00,0.3430
2333.00,0.3430
2332.00,0.3430
2331.00,0.3429
2330.00,0.3426
2329.00,0.3421
2328.00,0.3417
2327.00,0.3415
2326.00,0.3414
2325.00,0.3413
2324.00,0.3411
2323.00,0.3408
2322.00,0.3406
2321.00,0.3403
2320.00,0.3401
2319.00,0.3398
2318.00,0.3395
2317.00,0.3394
2316.00,0.3392
2315.00,0.3389
2314.00,0.3386
2313.00,0.3381
2312.00,0.3376
2311.00,0.3372
2310.00,0.3368
2309.00,0.3365
2308.00,0.3363
2307.00,0.3359
2306.00,0.3355
2305.00,0.3351
2304.00,0.3347
2303.00,0.3342
2302.00,0.3338
2301.00,0.3334
2300.00,0.3331
2299.00,0.3327
2298.00,0.3322
2297.00,0.3316
2296.00,0.3312
2295.00,0.3309
2294.00,0.3306
2293.00,0.3303
2292.00,0.3299
2291.00,0.3295
2290.00,0.3292
2289.00,0.3289
2288.00,0.3286
2287.00,0.3282
2286.00,0.3279
2285.00,0.3275
2284.00,0.3271
2283.00,0.3268
2282.00,0.3264
2281.00,0.3261
2280.00,0.3257
2279.00,0.3254
2278.00,0.3250
2277.00,0.3247
2276.00,0.3244
2275.00,0.3242
2274.00,0.3240
2273.00,0.3237
2272.00,0.3236
2271.00,0.3234
2270.00,0.3231
2269.00,0.3227
2268.00,0.3224
2267.00,0.3222
2266.00,0.3220
2265.00,0.3218
2264.00,0.3216
2263.00,0.3213
2262.00,0.3211
2261.00,0.3208
2260.00,0.3205
2259.00,0.3202
2258.00,0.3201
2257.00,0.3200
2256.00,0.3199
2255.00,0.3197
2254.00,0.3194
2253.00,0.3191
2252.00,0.3188
2251.00,0.3185
2250.00,0.3183
2249.00,0.3181
2248.00,0.3179
2247.00,0.3177
2246.00,0.3174
2245.00,0.3172
2244.00,0.3170
2243.00,0.3168
2242.00,0.3166
2241.00,0.3164
2240.00,0.3163
2239.00,0.3161
2238.00,0.3159
2237.00,0.3156
2236.00,0.3155
2235.00,0.3153
2234.00,0.3151
2233.00,0.3149
2232.00,0.3146
2231.00,0.3143
2230.00,0.3142
2229.00,0.3141
2228.00,0.3141
2227.00,0.3141
2226.00,0.3140
2225.00,0.3139
2224.00,0.3139
2223.00,0.3139
2222.00,0.3138
2221.00,0.3138
2220.00,0.3139
2219.00,0.3140
2218.00,0.3142
2217.00,0.3143
2216.00,0.3143
2215.00,0.3142
2214.00,0.3142
2213.00,0.3141
2212.00,0.3142
2211.00,0.3144
2210.00,0.3145
2209.00,0.3145
2208.00,0.3145
2207.00,0.3145
2206.00,0.3145
2205.00,0.3145
2204.00,0.3145
2203.00,0.3145
2202.00,0.3145
2201.00,0.3144
2200.00,0.3143
2199.00,0.3143
2198.00,0.3141
2197.00,0.3140
2196.00,0.3139
2195.00,0.3139
2194.00,0.3140
2193.00,0.3140
2192.00,0.3141
2191.00,0.3143
2190.00,0.3144
2189.00,0.3146
2188.00,0.3147
2187.00,0.3147
2186.00,0.3147
2185.00,0.3147
2184.00,0.3148
2183.00,0.3149
2182.00,0.3149
2181.00,0.3150
2180.00,0.3150
2179.00,0.3149
2178.00,0.3148
2177.00,0.3146
2176.00,0.3145
2175.00,0.3145
2174.00,0.3145
2173.00,0.3146
2172.00,0.3145
2171.00,0.3144
2170.00,0.3143
2169.00,0.3140
2168.00,0.3138
2167.00,0.3136
2166.00,0.3134
2165.00,0.3134
2164.00,0.3134
2163.00,0.3135
2162.00,0.3136
2161.00,0.3136
2160.00,0.3136
2159.00,0.3135
2158.00,0.3133
2157.00,0.3132
2156.00,0.3132
2155.00,0.3131
2154.00,0.3132
2153.00,0.3132
2152.00,0.3132
2151.00,0.3131
2150.00,0.3130
2149.00,0.3128
2148.00,0.3124
2147.00,0.3120
2146.00,0.3116
2145.00,0.3111
2144.00,0.3107
2143.00,0.3102
2142.00,0.3098
2141.00,0.3094
2140.00,0.3089
2139.00,0.3084
2138.00,0.3079
2137.00,0.3075
2136.00,0.3072
2135.00,0.3068
2134.00,0.3065
2133.00,0.3063
2132.00,0.3061
2131.00,0.3059
2130.00,0.3056
2129.00,0.3053
2128.00,0.3051
2127.00,0.3049
2126.00,0.3047
2125.00,0.3046
2124.00,0.3047
2123.00,0.3046
2122.00,0.3046
2121.00,0.3044
2120.00,0.3043
2119.00,0.3042
2118.00,0.3041
2117.00,0.3040
2116.00,0.3040
2115.00,0.3039
2114.00,0.3038
2113.00,0.3038
2112.00,0.3039
2111.00,0.3041
2110.00,0.3042
2109.00,0.3043
2108.00,0.3045
2107.00,0.3046
2106.00,0.3047
2105.00,0.3049
2104.00,0.3050
2103.00,0.3050
2102.00,0.3049
2101.00,0.3049
2100.00,0.3048
2099.00,0.3048
2098.00,0.3048
2097.00,0.3049
2096.00,0.3049
2095.00,0.3048
2094.00,0.3047
2093.00,0.3047
2092.00,0.3047
2091.00,0.3048
2090.00,0.3048
2089.00,0.3048
2088.00,0.3048
2087.00,0.3048
2086.00,0.3049
2085.00,0.3049
2084.00,0.3050
2083.00,0.3052
2082.00,0.3053
2081.00,0.3052
2080.00,0.3051
2079.00,0.3050
2078.00,0.3051
2077.00,0.3055
2076.00,0.3059
2075.00,0.3061
2074.00,0.3062
2073.00,0.3063
2072.00,0.3065
2071.00,0.3067
2070.00,0.3069
2069.00,0.3073
2068.00,0.3077
2067.00,0.3080
2066.00,0.3083
2065.00,0.3085
2064.00,0.3088
2063.00,0.3090
2062.00,0.3093
2061.00,0.3095
2060.00,0.3097
2059.00,0.3099
2058.00,0.3100
2057.00,0.3101
2056.00,0.3103
2055.00,0.3105
2054.00,0.3108
2053.00,0.3111
2052.00,0.3114
2051.00,0.3115
2050.00,0.3116
2049.00,0.3118
2048.00,0.3121
2047.00,0.3124
2046.00,0.3126
2045.00,0.3128
2044.00,0.3129
2043.00,0.3131
2042.00,0.3132
2041.00,0.3135
2040.00,0.3138
2039.00,0.3141
2038.00,0.3145
2037.00,0.3149
2036.00,0.3153
2035.00,0.3155
2034.00,0.3156
2033.00,0.3157
2032.00,0.3158
2031.00,0.3159
2030.00,0.3159
2029.00,0.3159
2028.00,0.3159
2027.00,0.3158
2026.00,0.3157
2025.00,0.3155
2024.00,0.3154
2023.00,0.3151
2022.00,0.3145
2021.00,0.3138
2020.00,0.3130
2019.00,0.3120
2018.00,0.3109
2017.00,0.3099
2016.00,0.3090
2015.00,0.3081
2014.00,0.3072
2013.00,0.3063
2012.00,0.3054
2011.00,0.3045
2010.00,0.3037
2009.00,0.3031
2008.00,0.3026
2007.00,0.3021
2006.00,0.3015
2005.00,0.3010
2004.00,0.3006
2003.00,0.3002
2002.00,0.2999
2001.00,0.2997
2000.00,0.2995
1999.00,0.2993
1998.00,0.2991
1997.00,0.2990
1996.00,0.2988
1995.00,0.2987
1994.00,0.2984
1993.00,0.2981
1992.00,0.2979
1991.00,0.2978
1990.00,0.2978
1989.00,0.2979
1988.00,0.2979
1987.00,0.2979
1986.00,0.2978
1985.00,0.2979
1984.00,0.2979
1983.00,0.2978
1982.00,0.2975
1981.00,0.2972
1980.00,0.2970
1979.00,0.2969
1978.00,0.2968
1977.00,0.2966
1976.00,0.2966
1975.00,0.2966
1974.00,0.2965
1973.00,0.2965
1972.00,0.2964
1971.00,0.2963
1970.00,0.2962
1969.00,0.2960
1968.00,0.2959
1967.00,0.2957
1966.00,0.2957
1965.00,0.2960
1964.00,0.2963
1963.00,0.2965
1962.00,0.2966
1961.00,0.2967
1960.00,0.2968
1959.00,0.2970
1958.00,0.2971
1957.00,0.2973
1956.00,0.2974
1955.00,0.2975
1954.00,0.2976
1953.00,0.2977
1952.00,0.2978
1951.00,0.2978
1950.00,0.2978
1949.00,0.2978
1948.00,0.2978
1947.00,0.2977
1946.00,0.2976
1945.00,0.2974
1944.00,0.2971
1943.00,0.2968
1942.00,0.2967
1941.00,0.2968
1940.00,0.2972
1939.00,0.2976
1938.00,0.2977
1937.00,0.2978
1936.00,0.2978
1935.00,0.2978
1934.00,0.2977
1933.00,0.2976
1932.00,0.2977
1931.00,0.2978
1930.00,0.2978
1929.00,0.2976
1928.00,0.2975
1927.00,0.2973
1926.00,0.2972
1925.00,0.2969
1924.00,0.2966
1923.00,0.2964
1922.00,0.2963
1921.00,0.2965
1920.00,0.2968
1919.00,0.2970
1918.00,0.2971
1917.00,0.2972
1916.00,0.2975
1915.00,0.2978
1914.00,0.2980
1913.00,0.2981
1912.00,0.2982
1911.00,0.2981
1910.00,0.2980
1909.00,0.2979
1908.00,0.2980
1907.00,0.2981
1906.00,0.2982
1905.00,0.2982
1904.00,0.2983
1903.00,0.2983
1902.00,0.2982
1901.00,0.2980
1900.00,0.2979
1899.00,0.2978
1898.00,0.2978
1897.00,0.2978
1896.00,0.2977
1895.00,0.2976
1894.00,0.2976
1893.00,0.2976
1892.00,0.2977
1891.00,0.2977
1890.00,0.2976
1889.00,0.2975
1888.00,0.2976
1887.00,0.2979
1886.00,0.2982
1885.00,0.2983
1884.00,0.2985
1883.00,0.2988
1882.00,0.2991
1881.00,0.2994
1880.00,0.2996
1879.00,0.2997
1878.00,0.2997
1877.00,0.2997
1876.00,0.2997
1875.00,0.2997
1874.00,0.2996
1873.00,0.2995
1872.00,0.2993
1871.00,0.2990
1870.00,0.2986
1869.00,0.2982
1868.00,0.2980
1867.00,0.2982
1866.00,0.2985
1865.00,0.2987
1864.00,0.2989
1863.00,0.2989
1862.00,0.2987
1861.00,0.2986
1860.00,0.2985
1859.00,0.2985
1858.00,0.2984
1857.00,0.2984
1856.00,0.2985
1855.00,0.2988
1854.00,0.2989
1853.00,0.2990
1852.00,0.2989
1851.00,0.2989
1850.00,0.2988
1849.00,0.2987
1848.00,0.2986
1847.00,0.2986
1846.00,0.2986
1845.00,0.2986
1844.00,0.2987
1843.00,0.2988
1842.00,0.2992
1841.00,0.2996
1840.00,0.3000
1839.00,0.3004
1838.00,0.3006
1837.00,0.3008
1836.00,0.3009
1835.00,0.3011
1834.00,0.3013
1833.00,0.3015
1832.00,0.3017
1831.00,0.3019
1830.00,0.3020
1829.00,0.3021
1828.00,0.3023
1827.00,0.3025
1826.00,0.3024
1825.00,0.3024
1824.00,0.3029
1823.00,0.3037
1822.00,0.3047
1821.00,0.3055
1820.00,0.3062
1819.00,0.3068
1818.00,0.3072
1817.00,0.3077
1816.00,0.3083
1815.00,0.3091
1814.00,0.3098
1813.00,0.3105
1812.00,0.3111
1811.00,0.3118
1810.00,0.3126
1809.00,0.3134
1808.00,0.3143
1807.00,0.3153
1806.00,0.3164
1805.00,0.3174
1804.00,0.3183
1803.00,0.3189
1802.00,0.3196
1801.00,0.3205
1800.00,0.3219
1799.00,0.3235
1798.00,0.3250
1797.00,0.3262
1796.00,0.3274
1795.00,0.3286
1794.00,0.3299
1793.00,0.3312
1792.00,0.3325
1791.00,0.3341
1790.00,0.3359
1789.00,0.3380
1788.00,0.3401
1787.00,0.3420
1786.00,0.3437
1785.00,0.3453
1784.00,0.3473
1783.00,0.3497
1782.00,0.3523
1781.00,0.3550
1780.00,0.3578
1779.00,0.3608
1778.00,0.3639
1777.00,0.3671
1776.00,0.3704
1775.00,0.3740
1774.00,0.3778
1773.00,0.3821
1772.00,0.3869
1771.00,0.3918
1770.00,0.3964
1769.00,0.4013
1768.00,0.4072
1767.00,0.4144
1766.00,0.4225
1765.00,0.4313
1764.00,0.4410
1763.00,0.4524
1762.00,0.4659
1761.00,0.4816
1760.00,0.4993
1759.00,0.5196
1758.00,0.5441
1757.00,0.5751
1756.00,0.6135
1755.00,0.6589
1754.00,0.7120
1753.00,0.7778
1752.00,0.8642
1751.00,0.9773
1750.00,1.1180
1749.00,1.2853
1748.00,1.4793
1747.00,1.6965
1746.00,1.9239
1745.00,2.1394
1744.00,2.3080
1743.00,2.4105
1742.00,2.4703
1741.00,2.5021
1740.00,2.4830
1739.00,2.4029
1738.00,2.2938
1737.00,2.1589
1736.00,1.9772
1735.00,1.7576
1734.00,1.5406
1733.00,1.3592
1732.00,1.2140
1731.00,1.0910
1730.00,0.9825
1729.00,0.8883
1728.00,0.8099
1727.00,0.7458
1726.00,0.6928
1725.00,0.6481
1724.00,0.6101
1723.00,0.5783
1722.00,0.5524
1721.00,0.5318
1720.00,0.5144
1719.00,0.4982
1718.00,0.4826
1717.00,0.4690
1716.00,0.4583
1715.00,0.4501
1714.00,0.4436
1713.00,0.4383
1712.00,0.4336
1711.00,0.4292
1710.00,0.4251
1709.00,0.4214
1708.00,0.4181
1707.00,0.4150
1706.00,0.4122
1705.00,0.4101
1704.00,0.4088
1703.00,0.4082
1702.00,0.4077
1701.00,0.4070
1700.00,0.4056
1699.00,0.4036
1698.00,0.4009
1697.00,0.3971
1696.00,0.3916
1695.00,0.3853
1694.00,0.3799
1693.00,0.3757
1692.00,0.3719
1691.00,0.3679
1690.00,0.3638
1689.00,0.3601
1688.00,0.3572
1687.00,0.3548
1686.00,0.3526
1685.00,0.3501
1684.00,0.3473
1683.00,0.3449
1682.00,0.3433
1681.00,0.3422
1680.00,0.3414
1679.00,0.3407
1678.00,0.3402
1677.00,0.3398
1676.00,0.3392
1675.00,0.3383
1674.00,0.3375
1673.00,0.3369
1672.00,0.3365
1671.00,0.3358
1670.00,0.3348
1669.00,0.3340
1668.00,0.3334
1667.00,0.3331
1666.00,0.3331
1665.00,0.3331
1664.00,0.3330
1663.00,0.3327
1662.00,0.3322
1661.00,0.3319
1660.00,0.3317
1659.00,0.3314
1658.00,0.3310
1657.00,0.3308
1656.00,0.3307
1655.00,0.3304
1654.00,0.3300
1653.00,0.3294
1652.00,0.3290
1651.00,0.3285
1650.00,0.3283
1649.00,0.3284
1648.00,0.3283
1647.00,0.3278
1646.00,0.3273
1645.00,0.3271
1644.00,0.3271
1643.00,0.3270
1642.00,0.3269
1641.00,0.3268
1640.00,0.3267
1639.00,0.3266
1638.00,0.3266
1637.00,0.3267
1636.00,0.3269
1635.00,0.3269
1634.00,0.3267
1633.00,0.3266
1632.00,0.3266
1631.00,0.3266
1630.00,0.3268
1629.00,0.3271
1628.00,0.3274
1627.00,0.3276
1626.00,0.3277
1625.00,0.3277
1624.00,0.3276
1623.00,0.3275
1622.00,0.3274
1621.00,0.3275
1620.00,0.3280
1619.00,0.3286
1618.00,0.3293
1617.00,0.3300
1616.00,0.3305
1615.00,0.3307
1614.00,0.3308
1613.00,0.3311
1612.00,0.3314
1611.00,0.3317
1610.00,0.3320
1609.00,0.3324
1608.00,0.3329
1607.00,0.3331
1606.00,0.3333
1605.00,0.3338
1604.00,0.3347
1603.00,0.3361
1602.00,0.3379
1601.00,0.3401
1600.00,0.3423
1599.00,0.3440
1598.00,0.3453
1597.00,0.3469
1596.00,0.3489
1595.00,0.3511
1594.00,0.3528
1593.00,0.3536
1592.00,0.3531
1591.00,0.3513
1590.00,0.3489
1589.00,0.3467
1588.00,0.3451
1587.00,0.3438
1586.00,0.3428
1585.00,0.3421
1584.00,0.3416
1583.00,0.3412
1582.00,0.3408
1581.00,0.3405
1580.00,0.3401
1579.00,0.3398
1578.00,0.3395
1577.00,0.3393
1576.00,0.3389
1575.00,0.3384
1574.00,0.3379
1573.00,0.3378
1572.00,0.3380
1571.00,0.3381
1570.00,0.3382
1569.00,0.3385
1568.00,0.3390
1567.00,0.3394
1566.00,0.3399
1565.00,0.3405
1564.00,0.3413
1563.00,0.3419
1562.00,0.3422
1561.00,0.3426
1560.00,0.3431
1559.00,0.3433
1558.00,0.3437
1557.00,0.3444
1556.00,0.3448
1555.00,0.3449
1554.00,0.3450
1553.00,0.3454
1552.00,0.3459
1551.00,0.3462
1550.00,0.3465
1549.00,0.3473
1548.00,0.3487
1547.00,0.3501
1546.00,0.3511
1545.00,0.3521
1544.00,0.3534
1543.00,0.3551
1542.00,0.3572
1541.00,0.3599
1540.00,0.3626
1539.00,0.3643
1538.00,0.3651
1537.00,0.3654
1536.00,0.3658
1535.00,0.3662
1534.00,0.3666
1533.00,0.3672
1532.00,0.3682
1531.00,0.3693
1530.00,0.3703
1529.00,0.3714
1528.00,0.3726
1527.00,0.3737
1526.00,0.3751
1525.00,0.3770
1524.00,0.3793
1523.00,0.3812
1522.00,0.3828
1521.00,0.3846
1520.00,0.3870
1519.00,0.3896
1518.00,0.3921
1517.00,0.3950
1516.00,0.3980
1515.00,0.4011
1514.00,0.4045
1513.00,0.4081
1512.00,0.4117
1511.00,0.4149
1510.00,0.4180
1509.00,0.4217
1508.00,0.4268
1507.00,0.4334
1506.00,0.4413
1505.00,0.4490
1504.00,0.4550
1503.00,0.4594
1502.00,0.4636
1501.00,0.4687
1500.00,0.4750
1499.00,0.4823
1498.00,0.4909
1497.00,0.5023
1496.00,0.5166
1495.00,0.5328
1494.00,0.5508
1493.00,0.5722
1492.00,0.5976
1491.00,0.6253
1490.00,0.6517
1489.00,0.6737
1488.00,0.6914
1487.00,0.7081
1486.00,0.7277
1485.00,0.7524
1484.00,0.7812
1483.00,0.8133
1482.00,0.8499
1481.00,0.8927
1480.00,0.9408
1479.00,0.9936
1478.00,1.0545
1477.00,1.1284
1476.00,1.2165
1475.00,1.3187
1474.00,1.4441
1473.00,1.6109
1472.00,1.8277
1471.00,2.0744
1470.00,2.3135
1469.00,2.5186
1468.00,2.6559
1467.00,2.7071
1466.00,2.7269
1465.00,2.7547
1464.00,2.7514
1463.00,2.7118
1462.00,2.7037
1461.00,2.7419
1460.00,2.7634
1459.00,2.7261
1458.00,2.6947
1457.00,2.7071
1456.00,2.6829
1455.00,2.5823
1454.00,2.4809
1453.00,2.4070
1452.00,2.3384
1451.00,2.2614
1450.00,2.1813
1449.00,2.0973
1448.00,2.0058
1447.00,1.9174
1446.00,1.8447
1445.00,1.7845
1444.00,1.7263
1443.00,1.6671
1442.00,1.6110
1441.00,1.5591
1440.00,1.5086
1439.00,1.4569
1438.00,1.4021
1437.00,1.3404
1436.00,1.2725
1435.00,1.2042
1434.00,1.1384
1433.00,1.0728
1432.00,1.0067
1431.00,0.9430
1430.00,0.8855
1429.00,0.8362
1428.00,0.7963
1427.00,0.7662
1426.00,0.7446
1425.00,0.7295
1424.00,0.7206
1423.00,0.7177
1422.00,0.7194
1421.00,0.7235
1420.00,0.7288
1419.00,0.7344
1418.00,0.7386
1417.00,0.7395
1416.00,0.7366
1415.00,0.7299
1414.00,0.7194
1413.00,0.7055
1412.00,0.6891
1411.00,0.6718
1410.00,0.6545
1409.00,0.6379
1408.00,0.6222
1407.00,0.6084
1406.00,0.5968
1405.00,0.5879
1404.00,0.5824
1403.00,0.5812
1402.00,0.5838
1401.00,0.5895
1400.00,0.5982
1399.00,0.6107
1398.00,0.6264
1397.00,0.6447
1396.00,0.6656
1395.00,0.6894
1394.00,0.7153
1393.00,0.7415
1392.00,0.7670
1391.00,0.7927
1390.00,0.8208
1389.00,0.8554
1388.00,0.9015
1387.00,0.9622
1386.00,1.0366
1385.00,1.1217
1384.00,1.2184
1383.00,1.3307
1382.00,1.4619
1381.00,1.6111
1380.00,1.7693
1379.00,1.9087
1378.00,1.9796
1377.00,1.9541
1376.00,1.8563
1375.00,1.7281
1374.00,1.6039
1373.00,1.5039
1372.00,1.4340
1371.00,1.3909
1370.00,1.3688
1369.00,1.3622
1368.00,1.3637
1367.00,1.3646
1366.00,1.3571
1365.00,1.3359
1364.00,1.2983
1363.00,1.2468
1362.00,1.1908
1361.00,1.1407
1360.00,1.1013
1359.00,1.0718
1358.00,1.0499
1357.00,1.0339
1356.00,1.0221
1355.00,1.0127
1354.00,1.0041
1353.00,0.9947
1352.00,0.9832
1351.00,0.9688
1350.00,0.9519
1349.00,0.9339
1348.00,0.9162
1347.00,0.8998
1346.00,0.8856
1345.00,0.8745
1344.00,0.8662
1343.00,0.8596
1342.00,0.8526
1341.00,0.8426
1340.00,0.8281
1339.00,0.8093
1338.00,0.7885
1337.00,0.7684
1336.00,0.7503
1335.00,0.7345
1334.00,0.7202
1333.00,0.7073
1332.00,0.6956
1331.00,0.6856
1330.00,0.6776
1329.00,0.6718
1328.00,0.6684
1327.00,0.6675
1326.00,0.6689
1325.00,0.6724
1324.00,0.6778
1323.00,0.6847
1322.00,0.6926
1321.00,0.7014
1320.00,0.7109
1319.00,0.7211
1318.00,0.7316
1317.00,0.7420
1316.00,0.7518
1315.00,0.7613
1314.00,0.7710
1313.00,0.7810
1312.00,0.7910
1311.00,0.8002
1310.00,0.8080
1309.00,0.8145
1308.00,0.8196
1307.00,0.8232
1306.00,0.8251
1305.00,0.8254
1304.00,0.8245
1303.00,0.8231
1302.00,0.8215
1301.00,0.8198
1300.00,0.8177
1299.00,0.8152
1298.00,0.8134
1297.00,0.8131
1296.00,0.8147
1295.00,0.8178
1294.00,0.8218
1293.00,0.8263
1292.00,0.8310
1291.00,0.8354
1290.00,0.8391
1289.00,0.8414
1288.00,0.8424
1287.00,0.8421
1286.00,0.8403
1285.00,0.8370
1284.00,0.8319
1283.00,0.8251
1282.00,0.8173
1281.00,0.8094
1280.00,0.8021
1279.00,0.7958
1278.00,0.7905
1277.00,0.7867
1276.00,0.7845
1275.00,0.7838
1274.00,0.7846
1273.00,0.7870
1272.00,0.7908
1271.00,0.7960
1270.00,0.8025
1269.00,0.8101
1268.00,0.8184
1267.00,0.8272
1266.00,0.8365
1265.00,0.8464
1264.00,0.8569
1263.00,0.8676
1262.00,0.8781
1261.00,0.8882
1260.00,0.8978
1259.00,0.9070
1258.00,0.9158
1257.00,0.9238
1256.00,0.9303
1255.00,0.9351
1254.00,0.9384
1253.00,0.9406
1252.00,0.9415
1251.00,0.9410
1250.00,0.9394
1249.00,0.9377
1248.00,0.9364
1247.00,0.9358
1246.00,0.9360
1245.00,0.9368
1244.00,0.9377
1243.00,0.9381
1242.00,0.9381
1241.00,0.9380
1240.00,0.9373
1239.00,0.9356
1238.00,0.9330
1237.00,0.9299
1236.00,0.9262
1235.00,0.9219
1234.00,0.9178
1233.00,0.9147
1232.00,0.9130
1231.00,0.9126
1230.00,0.9135
1229.00,0.9163
1228.00,0.9213
1227.00,0.9282
1226.00,0.9368
1225.00,0.9460
1224.00,0.9540
1223.00,0.9591
1222.00,0.9608
1221.00,0.9600
1220.00,0.9573
1219.00,0.9534
1218.00,0.9484
1217.00,0.9431
1216.00,0.9378
1215.00,0.9324
